,date_report,health_region,cumulative_cases
1203,2020-02-08,Région de la Montérégie,0.0
1200,2020-02-08,Région des Laurentides,0.0
1268,2020-02-08,Région des Terres-Cries-de-la-Baie-James,0.0
1247,2020-02-08,Région du Bas-Saint-Laurent,0.0
1250,2020-02-08,Région du Nord-du-Québec,0.0
1271,2020-02-08,Région du Nunavik,0.0
1253,2020-02-08,Région du Saguenay Lac-Saint-Jean,0.0
1214,2020-02-08,Saskatoon,0.0
1215,2020-02-08,Simcoe Muskoka District Health Unit,0.0
1236,2020-02-08,South Zone,0.0
1241,2020-02-08,Southern Health,0.0
1205,2020-02-08,Sudbury and District Health Unit,0.0
1242,2020-02-08,The District of Algoma Health Unit,0.0
1269,2020-02-08,Thunder Bay District Health Unit,0.0
1272,2020-02-08,Timiskaming Health Unit,0.0
1193,2020-02-08,Vancouver Coastal,1.0
1208,2020-02-08,Vancouver Island,0.0
1201,2020-02-08,Waterloo Health Unit,0.0
1237,2020-02-08,Wellington-Dufferin-Guelph Health Unit,0.0
1261,2020-02-08,Western Regional Integrated Health Authority,0.0
1254,2020-02-08,Windsor-Essex County Health Unit,0.0
1216,2020-02-08,Winnipeg Regional Health Authority,0.0
1198,2020-02-08,York Regional Health Unit,0.0
1255,2020-02-08,Yukon,0.0
1217,2020-02-08,Zone 1,0.0
1232,2020-02-08,Zone 1 - Western,0.0
1238,2020-02-08,Zone 2,0.0
1256,2020-02-08,Zone 2 - Northern,0.0
1233,2020-02-08,Zone 3,0.0
1246,2020-02-08,Zone 3 - Eastern,0.0
1262,2020-02-08,Zone 4,0.0
1234,2020-02-08,Zone 4 - Central,0.0
1270,2020-02-08,Zone 5,0.0
1274,2020-02-08,Zone 6,0.0
1273,2020-02-08,Zone 7,0.0
1328,2020-02-09,Brant County Health Unit,0.0
1284,2020-02-09,Calgary Zone,0.0
1291,2020-02-09,Central Zone,0.0
1329,2020-02-09,Chatham-Kent Health Unit,0.0
1298,2020-02-09,City of Hamilton Health Unit,0.0
1295,2020-02-09,City of Ottawa Health Unit,0.0
1275,2020-02-09,City of Toronto Health Unit,2.0
1282,2020-02-09,Durham Regional Health Unit,0.0
1304,2020-02-09,Eastern Regional Integrated Health Authority,0.0
1287,2020-02-09,Edmonton Zone,0.0
1305,2020-02-09,Far North,0.0
1280,2020-02-09,Fraser,0.0
1314,2020-02-09,Grey Bruce Health Unit,0.0
1348,2020-02-09,Haldimand-Norfolk Health Unit,0.0
1306,2020-02-09,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
1292,2020-02-09,Halton Regional Health Unit,0.0
1334,2020-02-09,Hastings and Prince Edward Counties Health Unit,0.0
1307,2020-02-09,Huron County Health Unit,0.0
1279,2020-02-09,Interior,0.0
1315,2020-02-09,Interlake-Eastern Regional Health Authority,0.0
1324,2020-02-09,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
1308,2020-02-09,Labrador-Grenfell Regional Integrated Health Authority,0.0
1349,2020-02-09,Lambton Health Unit,0.0
1350,2020-02-09,"Leeds, Grenville and Lanark District Health Unit",0.0
1277,2020-02-09,Middlesex-London Health Unit,1.0
1303,2020-02-09,Niagara Regional Area Health Unit,0.0
1351,2020-02-09,North Bay Parry Sound District Health Unit,0.0
1320,2020-02-09,North Zone,0.0
1325,2020-02-09,Northern,0.0
1337,2020-02-09,Northwest Territories,0.0
1310,2020-02-09,Northwestern Health Unit,0.0
1276,2020-02-09,Not Reported,3.0
1289,2020-02-09,Peel Regional Health Unit,0.0
1316,2020-02-09,Peterborough County - City Health Unit,0.0
1336,2020-02-09,Porcupine Health Unit,0.0
1345,2020-02-09,Prairie Mountain Health,0.0
1311,2020-02-09,Prince Edward Island,0.0
1312,2020-02-09,Regina,0.0
1352,2020-02-09,Renfrew County and District Health Unit,0.0
1309,2020-02-09,Région de Lanaudière,0.0
1333,2020-02-09,Région de Laval,0.0
1281,2020-02-09,Région de Montréal,0.0
1342,2020-02-09,Région de l'Abitibi-Témiscamingue,0.0
1297,2020-02-09,Région de l'Estrie,0.0
1330,2020-02-09,Région de l'Outaouais,0.0
1313,2020-02-09,Région de la Capitale-Nationale,0.0
1296,2020-02-09,Région de la Chaudière-Appalaches,0.0
1344,2020-02-09,Région de la Côte-Nord,0.0
1343,2020-02-09,Région de la Gaspésie Îles-de-la-Madeleine,0.0
1294,2020-02-09,Région de la Mauricie et du Centre-du-Québec,0.0
1288,2020-02-09,Région de la Montérégie,0.0
1285,2020-02-09,Région des Laurentides,0.0
1353,2020-02-09,Région des Terres-Cries-de-la-Baie-James,0.0
1332,2020-02-09,Région du Bas-Saint-Laurent,0.0
1335,2020-02-09,Région du Nord-du-Québec,0.0
1356,2020-02-09,Région du Nunavik,0.0
1338,2020-02-09,Région du Saguenay Lac-Saint-Jean,0.0
1299,2020-02-09,Saskatoon,0.0
1300,2020-02-09,Simcoe Muskoka District Health Unit,0.0
1321,2020-02-09,South Zone,0.0
1326,2020-02-09,Southern Health,0.0
1290,2020-02-09,Sudbury and District Health Unit,0.0
1327,2020-02-09,The District of Algoma Health Unit,0.0
1354,2020-02-09,Thunder Bay District Health Unit,0.0
1357,2020-02-09,Timiskaming Health Unit,0.0
1278,2020-02-09,Vancouver Coastal,1.0
1293,2020-02-09,Vancouver Island,0.0
1286,2020-02-09,Waterloo Health Unit,0.0
1322,2020-02-09,Wellington-Dufferin-Guelph Health Unit,0.0
1346,2020-02-09,Western Regional Integrated Health Authority,0.0
1339,2020-02-09,Windsor-Essex County Health Unit,0.0
1301,2020-02-09,Winnipeg Regional Health Authority,0.0
1283,2020-02-09,York Regional Health Unit,0.0
1340,2020-02-09,Yukon,0.0
1302,2020-02-09,Zone 1,0.0
1317,2020-02-09,Zone 1 - Western,0.0
1323,2020-02-09,Zone 2,0.0
1341,2020-02-09,Zone 2 - Northern,0.0
1318,2020-02-09,Zone 3,0.0
1331,2020-02-09,Zone 3 - Eastern,0.0
1347,2020-02-09,Zone 4,0.0
1319,2020-02-09,Zone 4 - Central,0.0
1355,2020-02-09,Zone 5,0.0
1359,2020-02-09,Zone 6,0.0
1358,2020-02-09,Zone 7,0.0
1413,2020-02-10,Brant County Health Unit,0.0
1369,2020-02-10,Calgary Zone,0.0
1376,2020-02-10,Central Zone,0.0
1414,2020-02-10,Chatham-Kent Health Unit,0.0
1383,2020-02-10,City of Hamilton Health Unit,0.0
1380,2020-02-10,City of Ottawa Health Unit,0.0
1360,2020-02-10,City of Toronto Health Unit,2.0
1367,2020-02-10,Durham Regional Health Unit,0.0
1389,2020-02-10,Eastern Regional Integrated Health Authority,0.0
1372,2020-02-10,Edmonton Zone,0.0
1390,2020-02-10,Far North,0.0
1365,2020-02-10,Fraser,0.0
1399,2020-02-10,Grey Bruce Health Unit,0.0
1433,2020-02-10,Haldimand-Norfolk Health Unit,0.0
1391,2020-02-10,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
1377,2020-02-10,Halton Regional Health Unit,0.0
1419,2020-02-10,Hastings and Prince Edward Counties Health Unit,0.0
1392,2020-02-10,Huron County Health Unit,0.0
1364,2020-02-10,Interior,0.0
1400,2020-02-10,Interlake-Eastern Regional Health Authority,0.0
1409,2020-02-10,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
1393,2020-02-10,Labrador-Grenfell Regional Integrated Health Authority,0.0
1434,2020-02-10,Lambton Health Unit,0.0
1435,2020-02-10,"Leeds, Grenville and Lanark District Health Unit",0.0
1362,2020-02-10,Middlesex-London Health Unit,1.0
1388,2020-02-10,Niagara Regional Area Health Unit,0.0
1436,2020-02-10,North Bay Parry Sound District Health Unit,0.0
1405,2020-02-10,North Zone,0.0
1410,2020-02-10,Northern,0.0
1422,2020-02-10,Northwest Territories,0.0
1395,2020-02-10,Northwestern Health Unit,0.0
1361,2020-02-10,Not Reported,3.0
1374,2020-02-10,Peel Regional Health Unit,0.0
1401,2020-02-10,Peterborough County - City Health Unit,0.0
1421,2020-02-10,Porcupine Health Unit,0.0
1430,2020-02-10,Prairie Mountain Health,0.0
1396,2020-02-10,Prince Edward Island,0.0
1397,2020-02-10,Regina,0.0
1437,2020-02-10,Renfrew County and District Health Unit,0.0
1394,2020-02-10,Région de Lanaudière,0.0
1418,2020-02-10,Région de Laval,0.0
1366,2020-02-10,Région de Montréal,0.0
1427,2020-02-10,Région de l'Abitibi-Témiscamingue,0.0
1382,2020-02-10,Région de l'Estrie,0.0
1415,2020-02-10,Région de l'Outaouais,0.0
1398,2020-02-10,Région de la Capitale-Nationale,0.0
1381,2020-02-10,Région de la Chaudière-Appalaches,0.0
1429,2020-02-10,Région de la Côte-Nord,0.0
1428,2020-02-10,Région de la Gaspésie Îles-de-la-Madeleine,0.0
1379,2020-02-10,Région de la Mauricie et du Centre-du-Québec,0.0
1373,2020-02-10,Région de la Montérégie,0.0
1370,2020-02-10,Région des Laurentides,0.0
1438,2020-02-10,Région des Terres-Cries-de-la-Baie-James,0.0
1417,2020-02-10,Région du Bas-Saint-Laurent,0.0
1420,2020-02-10,Région du Nord-du-Québec,0.0
1441,2020-02-10,Région du Nunavik,0.0
1423,2020-02-10,Région du Saguenay Lac-Saint-Jean,0.0
1384,2020-02-10,Saskatoon,0.0
1385,2020-02-10,Simcoe Muskoka District Health Unit,0.0
1406,2020-02-10,South Zone,0.0
1411,2020-02-10,Southern Health,0.0
1375,2020-02-10,Sudbury and District Health Unit,0.0
1412,2020-02-10,The District of Algoma Health Unit,0.0
1439,2020-02-10,Thunder Bay District Health Unit,0.0
1442,2020-02-10,Timiskaming Health Unit,0.0
1363,2020-02-10,Vancouver Coastal,1.0
1378,2020-02-10,Vancouver Island,0.0
1371,2020-02-10,Waterloo Health Unit,0.0
1407,2020-02-10,Wellington-Dufferin-Guelph Health Unit,0.0
1431,2020-02-10,Western Regional Integrated Health Authority,0.0
1424,2020-02-10,Windsor-Essex County Health Unit,0.0
1386,2020-02-10,Winnipeg Regional Health Authority,0.0
1368,2020-02-10,York Regional Health Unit,0.0
1425,2020-02-10,Yukon,0.0
1387,2020-02-10,Zone 1,0.0
1402,2020-02-10,Zone 1 - Western,0.0
1408,2020-02-10,Zone 2,0.0
1426,2020-02-10,Zone 2 - Northern,0.0
1403,2020-02-10,Zone 3,0.0
1416,2020-02-10,Zone 3 - Eastern,0.0
1432,2020-02-10,Zone 4,0.0
1404,2020-02-10,Zone 4 - Central,0.0
1440,2020-02-10,Zone 5,0.0
1444,2020-02-10,Zone 6,0.0
1443,2020-02-10,Zone 7,0.0
1498,2020-02-11,Brant County Health Unit,0.0
1454,2020-02-11,Calgary Zone,0.0
1461,2020-02-11,Central Zone,0.0
1499,2020-02-11,Chatham-Kent Health Unit,0.0
1468,2020-02-11,City of Hamilton Health Unit,0.0
1465,2020-02-11,City of Ottawa Health Unit,0.0
1445,2020-02-11,City of Toronto Health Unit,2.0
1452,2020-02-11,Durham Regional Health Unit,0.0
1474,2020-02-11,Eastern Regional Integrated Health Authority,0.0
1457,2020-02-11,Edmonton Zone,0.0
1475,2020-02-11,Far North,0.0
1450,2020-02-11,Fraser,0.0
1484,2020-02-11,Grey Bruce Health Unit,0.0
1518,2020-02-11,Haldimand-Norfolk Health Unit,0.0
1476,2020-02-11,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
1462,2020-02-11,Halton Regional Health Unit,0.0
1504,2020-02-11,Hastings and Prince Edward Counties Health Unit,0.0
1477,2020-02-11,Huron County Health Unit,0.0
1449,2020-02-11,Interior,0.0
1485,2020-02-11,Interlake-Eastern Regional Health Authority,0.0
1494,2020-02-11,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
1478,2020-02-11,Labrador-Grenfell Regional Integrated Health Authority,0.0
1519,2020-02-11,Lambton Health Unit,0.0
1520,2020-02-11,"Leeds, Grenville and Lanark District Health Unit",0.0
1447,2020-02-11,Middlesex-London Health Unit,1.0
1473,2020-02-11,Niagara Regional Area Health Unit,0.0
1521,2020-02-11,North Bay Parry Sound District Health Unit,0.0
1490,2020-02-11,North Zone,0.0
1495,2020-02-11,Northern,0.0
1507,2020-02-11,Northwest Territories,0.0
1480,2020-02-11,Northwestern Health Unit,0.0
1446,2020-02-11,Not Reported,3.0
1459,2020-02-11,Peel Regional Health Unit,0.0
1486,2020-02-11,Peterborough County - City Health Unit,0.0
1506,2020-02-11,Porcupine Health Unit,0.0
1515,2020-02-11,Prairie Mountain Health,0.0
1481,2020-02-11,Prince Edward Island,0.0
1482,2020-02-11,Regina,0.0
1522,2020-02-11,Renfrew County and District Health Unit,0.0
1479,2020-02-11,Région de Lanaudière,0.0
1503,2020-02-11,Région de Laval,0.0
1451,2020-02-11,Région de Montréal,0.0
1512,2020-02-11,Région de l'Abitibi-Témiscamingue,0.0
1467,2020-02-11,Région de l'Estrie,0.0
1500,2020-02-11,Région de l'Outaouais,0.0
1483,2020-02-11,Région de la Capitale-Nationale,0.0
1466,2020-02-11,Région de la Chaudière-Appalaches,0.0
1514,2020-02-11,Région de la Côte-Nord,0.0
1513,2020-02-11,Région de la Gaspésie Îles-de-la-Madeleine,0.0
1464,2020-02-11,Région de la Mauricie et du Centre-du-Québec,0.0
1458,2020-02-11,Région de la Montérégie,0.0
1455,2020-02-11,Région des Laurentides,0.0
1523,2020-02-11,Région des Terres-Cries-de-la-Baie-James,0.0
1502,2020-02-11,Région du Bas-Saint-Laurent,0.0
1505,2020-02-11,Région du Nord-du-Québec,0.0
1526,2020-02-11,Région du Nunavik,0.0
1508,2020-02-11,Région du Saguenay Lac-Saint-Jean,0.0
1469,2020-02-11,Saskatoon,0.0
1470,2020-02-11,Simcoe Muskoka District Health Unit,0.0
1491,2020-02-11,South Zone,0.0
1496,2020-02-11,Southern Health,0.0
1460,2020-02-11,Sudbury and District Health Unit,0.0
1497,2020-02-11,The District of Algoma Health Unit,0.0
1524,2020-02-11,Thunder Bay District Health Unit,0.0
1527,2020-02-11,Timiskaming Health Unit,0.0
1448,2020-02-11,Vancouver Coastal,1.0
1463,2020-02-11,Vancouver Island,0.0
1456,2020-02-11,Waterloo Health Unit,0.0
1492,2020-02-11,Wellington-Dufferin-Guelph Health Unit,0.0
1516,2020-02-11,Western Regional Integrated Health Authority,0.0
1509,2020-02-11,Windsor-Essex County Health Unit,0.0
1471,2020-02-11,Winnipeg Regional Health Authority,0.0
1453,2020-02-11,York Regional Health Unit,0.0
1510,2020-02-11,Yukon,0.0
1472,2020-02-11,Zone 1,0.0
1487,2020-02-11,Zone 1 - Western,0.0
1493,2020-02-11,Zone 2,0.0
1511,2020-02-11,Zone 2 - Northern,0.0
1488,2020-02-11,Zone 3,0.0
1501,2020-02-11,Zone 3 - Eastern,0.0
1517,2020-02-11,Zone 4,0.0
1489,2020-02-11,Zone 4 - Central,0.0
1525,2020-02-11,Zone 5,0.0
1529,2020-02-11,Zone 6,0.0
1528,2020-02-11,Zone 7,0.0
1583,2020-02-12,Brant County Health Unit,0.0
1539,2020-02-12,Calgary Zone,0.0
1546,2020-02-12,Central Zone,0.0
1584,2020-02-12,Chatham-Kent Health Unit,0.0
1553,2020-02-12,City of Hamilton Health Unit,0.0
1550,2020-02-12,City of Ottawa Health Unit,0.0
1530,2020-02-12,City of Toronto Health Unit,2.0
1537,2020-02-12,Durham Regional Health Unit,0.0
1559,2020-02-12,Eastern Regional Integrated Health Authority,0.0
1542,2020-02-12,Edmonton Zone,0.0
1560,2020-02-12,Far North,0.0
1535,2020-02-12,Fraser,0.0
1569,2020-02-12,Grey Bruce Health Unit,0.0
1603,2020-02-12,Haldimand-Norfolk Health Unit,0.0
1561,2020-02-12,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
1547,2020-02-12,Halton Regional Health Unit,0.0
1589,2020-02-12,Hastings and Prince Edward Counties Health Unit,0.0
1562,2020-02-12,Huron County Health Unit,0.0
1534,2020-02-12,Interior,0.0
1570,2020-02-12,Interlake-Eastern Regional Health Authority,0.0
1579,2020-02-12,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
1563,2020-02-12,Labrador-Grenfell Regional Integrated Health Authority,0.0
1604,2020-02-12,Lambton Health Unit,0.0
1605,2020-02-12,"Leeds, Grenville and Lanark District Health Unit",0.0
1532,2020-02-12,Middlesex-London Health Unit,1.0
1558,2020-02-12,Niagara Regional Area Health Unit,0.0
1606,2020-02-12,North Bay Parry Sound District Health Unit,0.0
1575,2020-02-12,North Zone,0.0
1580,2020-02-12,Northern,0.0
1592,2020-02-12,Northwest Territories,0.0
1565,2020-02-12,Northwestern Health Unit,0.0
1531,2020-02-12,Not Reported,3.0
1544,2020-02-12,Peel Regional Health Unit,0.0
1571,2020-02-12,Peterborough County - City Health Unit,0.0
1591,2020-02-12,Porcupine Health Unit,0.0
1600,2020-02-12,Prairie Mountain Health,0.0
1566,2020-02-12,Prince Edward Island,0.0
1567,2020-02-12,Regina,0.0
1607,2020-02-12,Renfrew County and District Health Unit,0.0
1564,2020-02-12,Région de Lanaudière,0.0
1588,2020-02-12,Région de Laval,0.0
1536,2020-02-12,Région de Montréal,0.0
1597,2020-02-12,Région de l'Abitibi-Témiscamingue,0.0
1552,2020-02-12,Région de l'Estrie,0.0
1585,2020-02-12,Région de l'Outaouais,0.0
1568,2020-02-12,Région de la Capitale-Nationale,0.0
1551,2020-02-12,Région de la Chaudière-Appalaches,0.0
1599,2020-02-12,Région de la Côte-Nord,0.0
1598,2020-02-12,Région de la Gaspésie Îles-de-la-Madeleine,0.0
1549,2020-02-12,Région de la Mauricie et du Centre-du-Québec,0.0
1543,2020-02-12,Région de la Montérégie,0.0
1540,2020-02-12,Région des Laurentides,0.0
1608,2020-02-12,Région des Terres-Cries-de-la-Baie-James,0.0
1587,2020-02-12,Région du Bas-Saint-Laurent,0.0
1590,2020-02-12,Région du Nord-du-Québec,0.0
1611,2020-02-12,Région du Nunavik,0.0
1593,2020-02-12,Région du Saguenay Lac-Saint-Jean,0.0
1554,2020-02-12,Saskatoon,0.0
1555,2020-02-12,Simcoe Muskoka District Health Unit,0.0
1576,2020-02-12,South Zone,0.0
1581,2020-02-12,Southern Health,0.0
1545,2020-02-12,Sudbury and District Health Unit,0.0
1582,2020-02-12,The District of Algoma Health Unit,0.0
1609,2020-02-12,Thunder Bay District Health Unit,0.0
1612,2020-02-12,Timiskaming Health Unit,0.0
1533,2020-02-12,Vancouver Coastal,1.0
1548,2020-02-12,Vancouver Island,0.0
1541,2020-02-12,Waterloo Health Unit,0.0
1577,2020-02-12,Wellington-Dufferin-Guelph Health Unit,0.0
1601,2020-02-12,Western Regional Integrated Health Authority,0.0
1594,2020-02-12,Windsor-Essex County Health Unit,0.0
1556,2020-02-12,Winnipeg Regional Health Authority,0.0
1538,2020-02-12,York Regional Health Unit,0.0
1595,2020-02-12,Yukon,0.0
1557,2020-02-12,Zone 1,0.0
1572,2020-02-12,Zone 1 - Western,0.0
1578,2020-02-12,Zone 2,0.0
1596,2020-02-12,Zone 2 - Northern,0.0
1573,2020-02-12,Zone 3,0.0
1586,2020-02-12,Zone 3 - Eastern,0.0
1602,2020-02-12,Zone 4,0.0
1574,2020-02-12,Zone 4 - Central,0.0
1610,2020-02-12,Zone 5,0.0
1614,2020-02-12,Zone 6,0.0
1613,2020-02-12,Zone 7,0.0
1668,2020-02-13,Brant County Health Unit,0.0
1624,2020-02-13,Calgary Zone,0.0
1631,2020-02-13,Central Zone,0.0
1669,2020-02-13,Chatham-Kent Health Unit,0.0
1638,2020-02-13,City of Hamilton Health Unit,0.0
1635,2020-02-13,City of Ottawa Health Unit,0.0
1615,2020-02-13,City of Toronto Health Unit,2.0
1622,2020-02-13,Durham Regional Health Unit,0.0
1644,2020-02-13,Eastern Regional Integrated Health Authority,0.0
1627,2020-02-13,Edmonton Zone,0.0
1645,2020-02-13,Far North,0.0
1620,2020-02-13,Fraser,0.0
1654,2020-02-13,Grey Bruce Health Unit,0.0
1688,2020-02-13,Haldimand-Norfolk Health Unit,0.0
1646,2020-02-13,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
1632,2020-02-13,Halton Regional Health Unit,0.0
1674,2020-02-13,Hastings and Prince Edward Counties Health Unit,0.0
1647,2020-02-13,Huron County Health Unit,0.0
1619,2020-02-13,Interior,0.0
1655,2020-02-13,Interlake-Eastern Regional Health Authority,0.0
1664,2020-02-13,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
1648,2020-02-13,Labrador-Grenfell Regional Integrated Health Authority,0.0
1689,2020-02-13,Lambton Health Unit,0.0
1690,2020-02-13,"Leeds, Grenville and Lanark District Health Unit",0.0
1617,2020-02-13,Middlesex-London Health Unit,1.0
1643,2020-02-13,Niagara Regional Area Health Unit,0.0
1691,2020-02-13,North Bay Parry Sound District Health Unit,0.0
1660,2020-02-13,North Zone,0.0
1665,2020-02-13,Northern,0.0
1677,2020-02-13,Northwest Territories,0.0
1650,2020-02-13,Northwestern Health Unit,0.0
1616,2020-02-13,Not Reported,3.0
1629,2020-02-13,Peel Regional Health Unit,0.0
1656,2020-02-13,Peterborough County - City Health Unit,0.0
1676,2020-02-13,Porcupine Health Unit,0.0
1685,2020-02-13,Prairie Mountain Health,0.0
1651,2020-02-13,Prince Edward Island,0.0
1652,2020-02-13,Regina,0.0
1692,2020-02-13,Renfrew County and District Health Unit,0.0
1649,2020-02-13,Région de Lanaudière,0.0
1673,2020-02-13,Région de Laval,0.0
1621,2020-02-13,Région de Montréal,0.0
1682,2020-02-13,Région de l'Abitibi-Témiscamingue,0.0
1637,2020-02-13,Région de l'Estrie,0.0
1670,2020-02-13,Région de l'Outaouais,0.0
1653,2020-02-13,Région de la Capitale-Nationale,0.0
1636,2020-02-13,Région de la Chaudière-Appalaches,0.0
1684,2020-02-13,Région de la Côte-Nord,0.0
1683,2020-02-13,Région de la Gaspésie Îles-de-la-Madeleine,0.0
1634,2020-02-13,Région de la Mauricie et du Centre-du-Québec,0.0
1628,2020-02-13,Région de la Montérégie,0.0
1625,2020-02-13,Région des Laurentides,0.0
1693,2020-02-13,Région des Terres-Cries-de-la-Baie-James,0.0
1672,2020-02-13,Région du Bas-Saint-Laurent,0.0
1675,2020-02-13,Région du Nord-du-Québec,0.0
1696,2020-02-13,Région du Nunavik,0.0
1678,2020-02-13,Région du Saguenay Lac-Saint-Jean,0.0
1639,2020-02-13,Saskatoon,0.0
1640,2020-02-13,Simcoe Muskoka District Health Unit,0.0
1661,2020-02-13,South Zone,0.0
1666,2020-02-13,Southern Health,0.0
1630,2020-02-13,Sudbury and District Health Unit,0.0
1667,2020-02-13,The District of Algoma Health Unit,0.0
1694,2020-02-13,Thunder Bay District Health Unit,0.0
1697,2020-02-13,Timiskaming Health Unit,0.0
1618,2020-02-13,Vancouver Coastal,1.0
1633,2020-02-13,Vancouver Island,0.0
1626,2020-02-13,Waterloo Health Unit,0.0
1662,2020-02-13,Wellington-Dufferin-Guelph Health Unit,0.0
1686,2020-02-13,Western Regional Integrated Health Authority,0.0
1679,2020-02-13,Windsor-Essex County Health Unit,0.0
1641,2020-02-13,Winnipeg Regional Health Authority,0.0
1623,2020-02-13,York Regional Health Unit,0.0
1680,2020-02-13,Yukon,0.0
1642,2020-02-13,Zone 1,0.0
1657,2020-02-13,Zone 1 - Western,0.0
1663,2020-02-13,Zone 2,0.0
1681,2020-02-13,Zone 2 - Northern,0.0
1658,2020-02-13,Zone 3,0.0
1671,2020-02-13,Zone 3 - Eastern,0.0
1687,2020-02-13,Zone 4,0.0
1659,2020-02-13,Zone 4 - Central,0.0
1695,2020-02-13,Zone 5,0.0
1699,2020-02-13,Zone 6,0.0
1698,2020-02-13,Zone 7,0.0
1753,2020-02-14,Brant County Health Unit,0.0
1709,2020-02-14,Calgary Zone,0.0
1716,2020-02-14,Central Zone,0.0
1754,2020-02-14,Chatham-Kent Health Unit,0.0
1723,2020-02-14,City of Hamilton Health Unit,0.0
1720,2020-02-14,City of Ottawa Health Unit,0.0
1700,2020-02-14,City of Toronto Health Unit,2.0
1707,2020-02-14,Durham Regional Health Unit,0.0
1729,2020-02-14,Eastern Regional Integrated Health Authority,0.0
1712,2020-02-14,Edmonton Zone,0.0
1730,2020-02-14,Far North,0.0
1705,2020-02-14,Fraser,0.0
1739,2020-02-14,Grey Bruce Health Unit,0.0
1773,2020-02-14,Haldimand-Norfolk Health Unit,0.0
1731,2020-02-14,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
1717,2020-02-14,Halton Regional Health Unit,0.0
1759,2020-02-14,Hastings and Prince Edward Counties Health Unit,0.0
1732,2020-02-14,Huron County Health Unit,0.0
1704,2020-02-14,Interior,1.0
1740,2020-02-14,Interlake-Eastern Regional Health Authority,0.0
1749,2020-02-14,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
1733,2020-02-14,Labrador-Grenfell Regional Integrated Health Authority,0.0
1774,2020-02-14,Lambton Health Unit,0.0
1775,2020-02-14,"Leeds, Grenville and Lanark District Health Unit",0.0
1702,2020-02-14,Middlesex-London Health Unit,1.0
1728,2020-02-14,Niagara Regional Area Health Unit,0.0
1776,2020-02-14,North Bay Parry Sound District Health Unit,0.0
1745,2020-02-14,North Zone,0.0
1750,2020-02-14,Northern,0.0
1762,2020-02-14,Northwest Territories,0.0
1735,2020-02-14,Northwestern Health Unit,0.0
1701,2020-02-14,Not Reported,3.0
1714,2020-02-14,Peel Regional Health Unit,0.0
1741,2020-02-14,Peterborough County - City Health Unit,0.0
1761,2020-02-14,Porcupine Health Unit,0.0
1770,2020-02-14,Prairie Mountain Health,0.0
1736,2020-02-14,Prince Edward Island,0.0
1737,2020-02-14,Regina,0.0
1777,2020-02-14,Renfrew County and District Health Unit,0.0
1734,2020-02-14,Région de Lanaudière,0.0
1758,2020-02-14,Région de Laval,0.0
1706,2020-02-14,Région de Montréal,0.0
1767,2020-02-14,Région de l'Abitibi-Témiscamingue,0.0
1722,2020-02-14,Région de l'Estrie,0.0
1755,2020-02-14,Région de l'Outaouais,0.0
1738,2020-02-14,Région de la Capitale-Nationale,0.0
1721,2020-02-14,Région de la Chaudière-Appalaches,0.0
1769,2020-02-14,Région de la Côte-Nord,0.0
1768,2020-02-14,Région de la Gaspésie Îles-de-la-Madeleine,0.0
1719,2020-02-14,Région de la Mauricie et du Centre-du-Québec,0.0
1713,2020-02-14,Région de la Montérégie,0.0
1710,2020-02-14,Région des Laurentides,0.0
1778,2020-02-14,Région des Terres-Cries-de-la-Baie-James,0.0
1757,2020-02-14,Région du Bas-Saint-Laurent,0.0
1760,2020-02-14,Région du Nord-du-Québec,0.0
1781,2020-02-14,Région du Nunavik,0.0
1763,2020-02-14,Région du Saguenay Lac-Saint-Jean,0.0
1724,2020-02-14,Saskatoon,0.0
1725,2020-02-14,Simcoe Muskoka District Health Unit,0.0
1746,2020-02-14,South Zone,0.0
1751,2020-02-14,Southern Health,0.0
1715,2020-02-14,Sudbury and District Health Unit,0.0
1752,2020-02-14,The District of Algoma Health Unit,0.0
1779,2020-02-14,Thunder Bay District Health Unit,0.0
1782,2020-02-14,Timiskaming Health Unit,0.0
1703,2020-02-14,Vancouver Coastal,1.0
1718,2020-02-14,Vancouver Island,0.0
1711,2020-02-14,Waterloo Health Unit,0.0
1747,2020-02-14,Wellington-Dufferin-Guelph Health Unit,0.0
1771,2020-02-14,Western Regional Integrated Health Authority,0.0
1764,2020-02-14,Windsor-Essex County Health Unit,0.0
1726,2020-02-14,Winnipeg Regional Health Authority,0.0
1708,2020-02-14,York Regional Health Unit,0.0
1765,2020-02-14,Yukon,0.0
1727,2020-02-14,Zone 1,0.0
1742,2020-02-14,Zone 1 - Western,0.0
1748,2020-02-14,Zone 2,0.0
1766,2020-02-14,Zone 2 - Northern,0.0
1743,2020-02-14,Zone 3,0.0
1756,2020-02-14,Zone 3 - Eastern,0.0
